company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
Robson Laidler Accountants Limited,2021-07-06,Accounting & auditing,Professional & technical services,United Kingdom,Newcastle upon Tyne,Newcastle upon Tyne,Service,50-249,www.robson-laidler.co.uk
Wilson Vale Catering,2025-01-15,Event catering & related,Accommodation & food service,United Kingdom,Leicestershire,AShby de la Zouch,Service with Significant Environmental Footprint,250-999,wilsonvale.co.uk
TSP,2021-07-21,Real estate - leased property,"Real estate, design & building",United Kingdom,London Borough of Camden,London,Service,10-49,www.tsp.co
Agilité Solutions,2023-12-11,Contracting & building,"Real estate, design & building",France,Paris,Paris,Service with Significant Environmental Footprint,10-49,https://www.agilitesolutions.com/
Hidroner,2025-04-18,Other renewable energy installation,Energy,Chile,Los Lagos Region,Cochamó,Service with Significant Environmental Footprint,1-9,www.hidroner.cl
Great Southern Bank,2023-12-12,Deposit bank - Developed Markets,Financial & insurance activities,Australia,Queensland,Brisbane,Service,1000+,https://www.greatsouthernbank.com.au/
Valiant Design Ltd,2023-10-25,"Other professional, scientific & tech",Professional & technical services,United Kingdom,Surrey,Farnham,Service,10-49,https://wearevaliant.com/
Ambro-Sol S.r.l. SB,2022-09-28,Chemicals & chemical products,Manufactured Goods,Italy,Lombardy,Cigole,Manufacturing,10-49,www.ambro-sol.it
Beekeeper's Naturals Inc.,2023-12-11,Food products,Retail,Canada,Ontario,Toronto,Wholesale/Retail,10-49,www.beekeepersnaturals.com
Limay Denim,2025-02-20,Apparel,Retail,Argentina,Autonomous City Of Buenos Aires,Buenos Aires,Wholesale/Retail,1-9,www.limaydenim.com
Bear Creek Organic Farm,2023-12-11,Mixed Farming,"Agriculture, forestry & fishing",United States,Michigan,Petoskey,Agriculture/Growers,1-9,www.bearcreekorganicfarm.com
Ballad Group,2024-10-08,Education & training services,Education,Canada,Alberta,Edmonton,Service,50-249,balladgroup.ca
Casitas Tenorio B&B,2022-11-25,Accommodation,Accommodation & food service,Costa Rica,Alajuela,Bijagua,Service with Significant Environmental Footprint,1-9,www.casitastenorio.com
Mattmo Creative bv,2024-05-27,Other info service activities,"Information, communication & technology",Netherlands The,North Holland,Amsterdam,Service,1-9,www.mattmo.com
Kinetic Communities Consulting,2023-06-26,Other renewable energy installation,Energy,United States,New York,Maspeth,Service,10-49,www.kc3.nyc
Dos Aguas Lodge,2023-03-23,Accommodation,Accommodation & food service,Colombia,Sucre Department,San Onofre,Service with Significant Environmental Footprint,10-49,www.dosaguas.co
Reefton Distilling Co.,2024-05-06,Beverages,Manufactured Goods,New Zealand,West Coast Region,Reefton,Manufacturing,10-49,www.reeftondistillingco.com
HYLO ATHLETICS LIMITED,2022-04-25,Apparel,Retail,United Kingdom,London,London,Wholesale/Retail,10-49,hyloathletics.com
Obvious Ventures,2023-05-09,Equity investing - Developed Markets,Financial & insurance activities,United States,California,San Francisco,Service,10-49,www.obvious.com
The Bio-D Company,2022-01-25,Cleaning products,Manufactured Goods,United Kingdom,East Riding of Yorkshire,Hull,Manufacturing,10-49,www.biod.co.uk
Marsh Creek Social Works,2024-06-06,Management consultant - nonprofits,Professional & technical services,United States,Pennsylvania,Biglerville,Service,1-9,https://marshcreeksocialworks.com/
Green Future Project,2022-04-20,Other personal services,Other services,Italy,Lombardy,Milan,Service,1-9,https://greenfutureproject.com/
Travolution Travel,2021-04-28,Other recreation,"Arts, entertainment & recreation",Chile,Santiago Metropolitan Region,Santiago,Service,1-9,www.travolution.travel
KITX,2024-05-01,Apparel,Retail,Australia,New South Wales,Australia,Wholesale/Retail,1-9,www.kitx.com.au
BEEN,2024-12-11,Leather & related products,Retail,United Kingdom,London Borough of Tower Hamlets,London,Wholesale/Retail,1-9,https://been.london/
OpenClassrooms,2024-09-12,Higher education,Education,France,Île-de-France,Paris,Service,250-999,openclassrooms.com
Tom's Trunks,2024-05-19,General retail via Internet,Retail,United Kingdom,Cambridgeshire,Royston,Wholesale/Retail,1-9,https://tomstrunks.com/
Campfire Consulting,2022-08-22,Advertising & market research,Professional & technical services,United States,Maine,Yarmouth,Service,1-9,Campfire.consulting
Circular Rubber Technologies Inc,2024-02-07,Materials recovery & recycling,Waste Management & Recycling,Canada,British Columbia,North Vancouver,Manufacturing,1-9,www.circularrubber.com
Entuitive,2023-12-25,Engineering,Professional & technical services,Canada,Ontario,Toronto,Service,250-999,www.entuitive.com
SANTEXPAT,2024-05-30,Health insurance,Financial & insurance activities,France,Île-de-France,PARIS,Service,10-49,https://santexpat.fr/
Accept & Proceed,2023-10-26,Other personal services,Other services,United Kingdom,London Borough of Hackney,London,Service,10-49,www.acceptandproceed.com
RePlated,2024-10-28,Rubber & plastics products,Retail,Australia,New South Wales,Bondi Junction,Wholesale/Retail,0,replated.co
Vancouver Film Studios,2024-05-22,"Film, TV & music production","Arts, entertainment & recreation",Canada,British Columbia,Vancouver,Service with Significant Environmental Footprint,50-249,www.vancouverfilmstudios.com
Sovet,2025-03-09,Veterinary activities,Professional & technical services,Switzerland,Canton of Vaud,Senarclens,Service with Significant Environmental Footprint,1-9,www.sovet.ch
Big Bang,2022-09-09,"Other professional, scientific & tech",Professional & technical services,Canada,Quebec,Montreal,Service,50-249,bigbang360.com
TAKT A/S,2024-06-19,Furniture,Wholesale,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,10-49,www.taktcph.com
FatFace Limited,2024-09-06,Apparel,Retail,United Kingdom,Hampshire,Havant,Wholesale/Retail,1000+,www.fatface.com
Fruselva Grupo,2024-09-19,Food products,Manufactured Goods,Chile,Maule Region,Talca,Manufacturing,250-999,https://fruselva.com/
Duncan Lake Speech Therapy LLC,2024-11-15,Other human health,Human health & social work,United States,Michigan,Kentwood,Service,1-9,www.duncanlakespeechtherapy.com
Recycling Lives Holdings,2022-12-15,Materials recovery & recycling,Waste Management & Recycling,United Kingdom,Lancashire,Preston,Manufacturing,250-999,www.recyclinglives-services.com
Energy Circle,2023-12-19,Data processing & hosting,"Information, communication & technology",United States,Maine,Portland,Service,10-49,www.energycircle.com
Boughey Distribution Ltd,2024-06-06,Transportation support,Transportation & storage,United Kingdom,Cheshire East,Nantwich,Service with Significant Environmental Footprint,250-999,https://boughey.co.uk/
VICTORY SUPPLY INC.,2024-06-03,Other manufacturing,Manufactured Goods,Taiwan,Taichung,台中,Manufacturing,10-49,https://www.odout.com/
TBL Services Ltd,2024-10-11,Management consultant - for-profits,Professional & technical services,United Kingdom,Lancashire,Lancaster,Service,1-9,https://tbl-services.com
Yulu Public Relations Inc.,2024-06-06,Other personal services,Other services,Canada,British Columbia,Vancouver,Service,10-49,YuluPR.com
Killik & Co LLP,2024-06-10,Investment advising,Financial & insurance activities,United Kingdom,City of Westminster,London,Service,250-999,www.killik.com
Sykes Cottages Ltd,2023-05-05,Accommodation,Accommodation & food service,United Kingdom,Cheshire West and Chester,Chester,Service with Significant Environmental Footprint,250-999,www.sykescottages.co.uk
Grupo Broda,2023-12-04,Restaurants & food service,Accommodation & food service,Argentina,Mendoza,Mendoza,Service with Significant Environmental Footprint,50-249,https://linktr.ee/GrupoBroda
Green Libros,2023-12-04,Books or other media,Retail,Chile,Santiago Metropolitan Region,Recoleta,Wholesale/Retail,10-49,www.greenlibros.com
mountainFLOW eco-wax,2023-12-04,Sports goods,Wholesale,United States,Colorado,Carbondale,Wholesale/Retail,1-9,www.mountainflowecowax.com
California Solar Electric Cooperative,2024-06-28,Solar panel installation,Energy,United States,California,Grass Valley,Service with Significant Environmental Footprint,10-49,cal-solar.coop
Unitary Engineering Services Ltd,2024-08-24,Engineering,Professional & technical services,United Kingdom,Gloucestershire,Bristol,Service with Significant Environmental Footprint,10-49,www.unitaryengineering.co.uk
Ekoklean On Demand,2024-06-12,Other personal services,Other services,France,Île-de-France,Neuilly sur Seine,Service,1-9,ekokleanondemand.fr
Weleda AG Group,2024-10-24,Personal care products,Manufactured Goods,Switzerland,Basel-Landschaft,Arlesheim,Manufacturing,1000+,www.weleda.com/international
Pedal Group Pty Ltd,2023-12-07,Sports goods,Retail,Australia,Queensland,Brisbane,Wholesale/Retail,250-999,www.pedalgroup.com.au
Information Facilities Management Limited,2023-12-07,Facilities & cleaning services,Administrative & support services,United Kingdom,Gloucestershire,London,Service,1-9,https://www.i-fm.net
Etta Loves Ltd,2024-05-29,Other retail sale,Retail,United Kingdom,Essex,Leigh on Sea,Wholesale/Retail,1-9,www.ettaloves.com
Simplicity,2023-12-07,"Other professional, scientific & tech",Professional & technical services,Chile,Santiago Metropolitan Region,Santiago,Service,10-49,www.wearesimplicity.com
Precede Capital Partners,2023-12-07,Other credit - Developed Markets,Financial & insurance activities,United Kingdom,City of London,london,Service,10-49,www.precedecapital.com
Una Terra Venture Studio AG,2023-12-07,Equity investing - Developed Markets,Financial & insurance activities,Switzerland,canton of Zürich,Küsnacht,Service,1-9,https://unaterra.vc
ViCOLLECTIVE AG,2024-02-20,Food products,Manufactured Goods,Switzerland,canton of Zürich,Zurich,Manufacturing,50-249,https://vicafe.ch/
BeBrasil,2022-10-11,Personal care products,Retail,Brazil,São Paulo,Barueri,Wholesale/Retail,10-49,www.bebrasil.com
WNutritional,2022-12-02,Beverages,Wholesale,Brazil,São Paulo,São Paulo,Wholesale/Retail,10-49,http://www.lifemix.com.br/
Green Computer,2024-02-20,Computers & electronics,Retail,Argentina,Autonomous City Of Buenos Aires,Capital Federal,Wholesale/Retail,10-49,greencomputer.com.ar
ISD Initiatives for Sustainable Development,2025-01-24,Management consultant - for-profits,Professional & technical services,Mexico,Mexico City,Ciudad de México,Service,1-9,https://isdmx.com/
Urban Spring,2024-10-10,Other personal services,Other services,Hong Kong S.A.R.,Yau Tsim Mong,Hong Kong,Service with Significant Environmental Footprint,10-49,www.urbanspring.hk
K12 Coalition,2024-05-06,Education & training services,Education,United States,Minnesota,Eagan,Service,250-999,www.k12coalition.com
"Evnia, firme-conseil en écofiscalité | Environmental Compliance Group",2024-08-13,Environmental consulting,Professional & technical services,Canada,Quebec,Mirabel,Service,10-49,evnia.com
Wightman & Parrish,2024-10-23,Cleaning products,Wholesale,United Kingdom,East Sussex,HAILSHAM,Wholesale/Retail,10-49,www.w-p.co.uk
Enigma,2025-02-10,Travel agency & related,Administrative & support services,Peru,Cusco,Cusco,Service with Significant Environmental Footprint,10-49,www.enigmaperu.com
Valrhona,2023-12-19,Food products,Manufactured Goods,France,Auvergne-Rhône-Alpes,Tain l'Hermitage,Manufacturing,250-999,www.valrhona.com
Prosper for Purpose LLC,2023-01-10,Advertising & market research,Professional & technical services,United States,Ohio,Cleveland,Service,1-9,www.prosperforpurpose.com
Aniyami Brazil,2024-07-25,Other recreation,"Arts, entertainment & recreation",Brazil,Bahia,Uruçuca,Service,1-9,aniyami.com
Audrey Wiggin Associates,2024-11-05,Management consultant - for-profits,Professional & technical services,United Kingdom,London Borough of Hammersmith and Fulham,London,Service,0,www.audreywiggin.com
Wayward Kind,2022-06-16,Other info service activities,"Information, communication & technology",United States,California,San Diego,Service,1-9,www.waywardkind.com
Gembridge Australia Pty Ltd,2022-02-01,Management consultant - nonprofits,Professional & technical services,Australia,Victoria,Melbourne,Service,1-9,www.gembridge.com.au
Hutch Agency,2024-06-29,"Other professional, scientific & tech",Professional & technical services,United Kingdom,Cornwall,Truro,Service,0,www.hutchagency.co.uk
Geek Girl Tech,2023-02-15,"Other professional, scientific & tech",Professional & technical services,United States,California,Alameda,Service,1-9,www.geekgirltech.com
Awto Latam,2024-11-20,Rent/lease: motor vehicles,Rental & Repair,Chile,Santiago Metropolitan Region,Providencia,Service with Significant Environmental Footprint,50-249,www.awto.com
ASquared,2024-06-04,Software publishing and SaaS platforms,"Information, communication & technology",United Kingdom,Brighton and Hove,Brighton,Service,10-49,www.asquared.uk
Agrosmart,2023-02-23,"Other professional, scientific & tech",Professional & technical services,Brazil,São Paulo,Campinas,Service,50-249,agrosmart.com.br
Trashin,2024-01-22,"Other professional, scientific & tech",Professional & technical services,Brazil,Rio Grande do Sul,Porto Alegre,Service with Significant Environmental Footprint,10-49,www.trashin.com.br
Tandem Energy,2022-05-13,Environmental consulting,Professional & technical services,Australia,South Australia,Gawler,Service,0,www.tandem.energy
Construct The Present,2024-10-23,Management consultant - for-profits,Professional & technical services,United States,Oregon,Portland,Service,1-9,www.constructthepresent.com
Fors Marsh,2021-06-25,Advertising & market research,Professional & technical services,United States,Virginia,Arlington,Service,250-999,www.forsmarsh.com
STE Foodeals MEA SARL,2025-04-09,Software publishing and SaaS platforms,"Information, communication & technology",Morocco,Fès-Meknès,Fez,Service,1-9,foodeals.net
"Broughton Consulting, LLC",2025-03-10,"Other professional, scientific & tech",Professional & technical services,United States,North Carolina,Durham,Service,0,www.broughton-consulting.com
Deecon Consulting Limited,2025-01-21,Management consultant - for-profits,Professional & technical services,United Kingdom,Royal Borough of Kensington and Chelsea,London,Service,10-49,https://www.deeconconsulting.com/
Goodwell Investments,2024-03-31,Equity investing - Emerging Markets,Financial & insurance activities,Netherlands The,North Holland,Amsterdam,Service,10-49,https://www.goodwell.nl/
eCloud,2024-06-14,Software publishing and SaaS platforms,"Information, communication & technology",Argentina,Santa Fe Province,Rosario,Service,50-249,ecloud.agency
LUDITALL LTD,2024-08-16,Accounting & auditing,Professional & technical services,United Kingdom,Manchester,Manchester,Service,1-9,https://thegreenaccountants.com/
